model_type,train_mae,train_r2,train_rmse,test_mae,test_r2,test_rmse,time_series_features,socio_features,total_features,sequence_length,features_per_timestep,sample_count,total_epochs,best_test_loss
LSTM_v4_AllFeatures_Derived,0.007637530488623294,0.9954669390701837,0.009432648154273512,0.01778419881374758,0.9558205416096432,0.026606948401151246,189,5,194,7,27,665,97,tensor(0.0361)
