epoch,train_loss,test_loss
0,0.5905994379929468,0.9751954078674316
1,0.20526776886453815,0.6531838178634644
2,0.11886454643864258,0.5633342266082764
3,0.1151814062659647,0.5194594860076904
4,0.09543729958800125,0.4852105379104614
5,0.08075901478821156,0.5145015120506287
6,0.08544380509970236,0.5088438987731934
7,0.07752045556245481,0.4963788688182831
8,0.09127702151297354,0.4633612036705017
9,0.0755038595959252,0.38427504897117615
10,0.07411679846472015,0.28082647919654846
11,0.0632305996967297,0.29199448227882385
12,0.06658318839675072,0.29605796933174133
13,0.07463944192026176,0.3029768764972687
14,0.06991176009543386,0.30562835931777954
15,0.06741667281398002,0.24648384749889374
16,0.06847219508798684,0.2709621489048004
17,0.058424165125424955,0.24714189767837524
18,0.05905013856496297,0.2474229782819748
19,0.05321751653636787,0.24252264201641083
20,0.056625750098450514,0.2721278965473175
21,0.059566546067157215,0.23246900737285614
22,0.05101298000298295,0.2655983567237854
23,0.056972172220840174,0.21597345173358917
24,0.05362833526862018,0.234503373503685
25,0.04694246770996673,0.2755940854549408
26,0.05460881109477258,0.19501379132270813
27,0.04911846399088116,0.21407780051231384
28,0.051359576264432834,0.1772107630968094
29,0.055255214501099256,0.22199252247810364
30,0.04584632859583579,0.20230965316295624
31,0.0535435309341433,0.16370508074760437
32,0.05051345521511108,0.18387660384178162
33,0.04910334532021308,0.20601962506771088
34,0.0552450618980562,0.20494027435779572
35,0.05265523575465469,0.17270858585834503
36,0.04809547181003818,0.18058130145072937
37,0.04313621322131332,0.15612222254276276
38,0.04299325936053898,0.16411972045898438
39,0.043550054323585594,0.16347196698188782
40,0.04871070089147372,0.14494656026363373
41,0.04815711258161886,0.13617753982543945
42,0.046788843768630545,0.18482564389705658
43,0.04782573999289204,0.15028701722621918
44,0.04508360928180171,0.15488480031490326
45,0.038636458069816526,0.15227462351322174
46,0.04513313608499719,0.1448977142572403
47,0.04447035031283603,0.14726543426513672
48,0.04495164306432593,0.18690086901187897
49,0.044748545715621875,0.13463467359542847
50,0.04222052557138251,0.23821625113487244
51,0.04447850373153593,0.1186145544052124
52,0.041383152590224556,0.1179664209485054
53,0.04126688693741373,0.10656203329563141
54,0.043568343608914054,0.13269655406475067
55,0.043266345308545756,0.11147977411746979
56,0.04068239071570775,0.11435727030038834
57,0.048774772405843526,0.12952591478824615
58,0.04951278434372416,0.11817128956317902
59,0.04383264122275161,0.10205894708633423
60,0.04184737918423671,0.100456602871418
61,0.03905886543147704,0.09791460633277893
62,0.04057557583220449,0.11018934100866318
63,0.03914937754983411,0.11017799377441406
64,0.039987130273206564,0.09803799539804459
65,0.04555570140627085,0.08696683496236801
66,0.041125130949213225,0.168722465634346
67,0.04317610785730329,0.09842239320278168
68,0.037934333122536246,0.11012860387563705
69,0.04006694655354116,0.08718731999397278
70,0.04628274180725509,0.08962880820035934
71,0.03919395304047594,0.12364250421524048
72,0.04295700517318705,0.08916211128234863
73,0.04234756132149521,0.12512193620204926
74,0.04376772414965957,0.08193064481019974
75,0.035351096679840016,0.10602612048387527
76,0.044550703254108336,0.07658033818006516
77,0.03944379812581282,0.08072875440120697
78,0.04822833316546737,0.07468260824680328
79,0.04137480735559674,0.0802002027630806
80,0.03987278347360153,0.0780855193734169
81,0.03938990511803651,0.08229388296604156
82,0.04210391637923963,0.08324897289276123
83,0.0421563337977026,0.07868155837059021
84,0.03930574757795708,0.09540360420942307
85,0.04349833956061333,0.0864691287279129
86,0.03726143923168089,0.09160015732049942
87,0.0392261628225884,0.0752682313323021
88,0.03670369150737921,0.06647415459156036
89,0.03639024006677609,0.07400114834308624
90,0.04663105811193293,0.06487894058227539
91,0.03647001430976624,0.077907495200634
92,0.04224694524800368,0.06761117279529572
93,0.03995570894695964,0.07344048470258713
94,0.03815069319862945,0.0680646002292633
95,0.04065337103298482,0.07240902632474899
96,0.037189500424645694,0.06283885985612869
97,0.039990493224239816,0.06002889201045036
98,0.04266517814796637,0.11718437820672989
99,0.0408934684397251,0.07865581661462784
100,0.03598642341938673,0.08127237856388092
101,0.036729467932280956,0.06789457052946091
102,0.03457788173474517,0.05983823537826538
103,0.03989770065299144,0.06061689183115959
104,0.04485681789068907,0.05993509665131569
105,0.038887449969336685,0.07854202389717102
106,0.04520783727696421,0.066917285323143
107,0.045607619161041925,0.06923127174377441
108,0.04076127946267233,0.060800228267908096
109,0.041612075358702275,0.09483823925256729
110,0.041354641071794665,0.062318455427885056
111,0.042443757529790495,0.06818006932735443
112,0.04177568368065883,0.06515539437532425
113,0.0416279738750674,0.062352024018764496
114,0.03693899203676219,0.07131914049386978
115,0.03700889734660878,0.060387518256902695
116,0.037804202441418286,0.06528031080961227
117,0.03826383425507183,0.0917680412530899
118,0.03823114248613516,0.07027000933885574
119,0.03830530522756424,0.07396776974201202
120,0.03504642008749001,0.05742805451154709
121,0.03602158274574607,0.06121888756752014
122,0.032610507645443376,0.06307052075862885
123,0.03555853190996191,0.06526043266057968
124,0.03777263700669887,0.06904726475477219
125,0.035953099574601535,0.057580430060625076
126,0.034229050728255044,0.054156478494405746
127,0.037414671561005065,0.05439583212137222
128,0.039426884677845477,0.05645037069916725
129,0.031126392293064034,0.061753351241350174
130,0.03680895531878752,0.05360499396920204
131,0.03837402668032868,0.05421222746372223
132,0.03605920160371883,0.05777435749769211
133,0.03751939124263385,0.05381173640489578
134,0.03179620350619741,0.05396617203950882
135,0.03841974928646403,0.07301685214042664
136,0.0393095884252997,0.056280989199876785
137,0.039007535240813795,0.06703443080186844
138,0.03778600780402913,0.06326182186603546
139,0.03975236197641375,0.05718665570020676
140,0.035602863138432014,0.1068095713853836
141,0.036302708637188465,0.061601486057043076
142,0.03374464397190833,0.06240638345479965
143,0.03611459355691776,0.057400867342948914
144,0.0382123288661972,0.06550808250904083
145,0.04068188453275783,0.05880231410264969
146,0.03957665804773569,0.07134633511304855
147,0.03278642220824372,0.06171167269349098
148,0.03590720713905552,0.06479179859161377
149,0.03453666625507906,0.057228364050388336
150,0.03596349128101971,0.06628933548927307
