model_type,train_mae,train_r2,train_rmse,test_mae,test_r2,test_rmse,feature_count,sample_count
STGCN_Adjacency_AllFeatures_Derived,0.013787994683955538,0.9841929676920286,0.017614204225060808,0.01856203423302877,0.9542447646619862,0.027077294619403676,194,665
STGCN_Distance_AllFeatures_Derived,0.010616290591475577,0.9902521495260901,0.013832232694313138,0.01762033192671589,0.9619000160903783,0.024708550561116604,194,665
