model_type,train_mae,train_r2,train_rmse,test_mae,test_r2,test_rmse,feature_count,sample_count
STGCN_Adjacency_InfectionRates,0.019811779991095343,0.967142773641216,0.025395297612049308,0.0515730506887876,0.7377300516585267,0.06482747987695324,112,665
STGCN_Distance_InfectionRates,0.020395910979057186,0.9586446767142076,0.02849072934208198,0.04637857755974353,0.7493081300596669,0.06338040333410516,112,665
