epoch,train_loss,test_loss
0,0.813642205268729,4.729153156280518
1,0.46330485098502217,4.3186936378479
2,0.4447475134157667,4.144992351531982
3,0.4097401067322376,4.424957275390625
4,0.41241386488956566,4.28278923034668
5,0.40530941942158866,3.913325786590576
6,0.36529408760514914,4.350029945373535
7,0.3790322460380255,4.4864068031311035
8,0.36915627764720543,4.5261054039001465
9,0.38048480889376474,4.490865230560303
10,0.37323510807518867,4.085716247558594
11,0.35251690220891263,4.6011505126953125
12,0.3540757706060129,4.017910957336426
13,0.31705829647241857,4.255852699279785
14,0.3327883907831183,4.11064338684082
15,0.3216170369848317,3.974756956100464
16,0.314551980910348,4.276867389678955
17,0.32599573976853313,3.874087333679199
18,0.3228116038383222,3.5187432765960693
19,0.31065018022177265,3.2525317668914795
20,0.2804614098048678,3.257230520248413
21,0.2829056596931289,3.0272305011749268
22,0.2969002456349485,2.811521291732788
23,0.26107192214797525,2.9908344745635986
24,0.25880778843865676,2.8674705028533936
25,0.27284994867502477,2.796004056930542
26,0.247036843396285,2.7773172855377197
27,0.2487469225683633,2.748549461364746
28,0.24180379100874358,2.9537947177886963
29,0.25010139232172685,2.586339235305786
30,0.23459512966812826,2.753925085067749
31,0.22659866029725356,2.73111629486084
32,0.24056957968894174,2.858417272567749
33,0.22711305276435964,2.633186101913452
34,0.2237193090658562,2.6461679935455322
35,0.2088465577393186,2.7470548152923584
36,0.225234852628965,2.450766086578369
37,0.20366626751481318,2.8005173206329346
38,0.22547684062053175,2.5380430221557617
39,0.20471221391184657,2.7078323364257812
40,0.19475426751316763,2.705815315246582
41,0.1977617829015442,2.664980411529541
42,0.19214454187335922,2.795562505722046
43,0.20384038079018688,2.7600789070129395
44,0.19201131961217113,2.607968807220459
45,0.19113050028681755,2.7627084255218506
46,0.1874143742390123,3.017998456954956
47,0.20517045347129598,2.4139304161071777
48,0.19124569301949998,2.778249502182007
49,0.18081720878242277,2.5524957180023193
50,0.17320180815808914,2.5142929553985596
51,0.1825879869580853,2.5699782371520996
52,0.1666591613754338,2.5449376106262207
53,0.17264204055947416,2.6944663524627686
54,0.1830548009305608,2.634943723678589
55,0.17256903275847435,2.6348230838775635
56,0.18262079847501775,2.2657570838928223
57,0.1585405049662964,2.8236279487609863
58,0.16403888706483094,2.6478772163391113
59,0.16118416288758025,2.762781858444214
60,0.16878612733939113,2.363892078399658
61,0.1606134105400712,2.81107759475708
62,0.1751122553924135,2.2620725631713867
63,0.15909197524774307,2.6407039165496826
64,0.17113174107290952,2.564964532852173
65,0.14901296005529516,2.5944552421569824
66,0.1603789781676788,2.301203727722168
67,0.15699696022213674,2.402529716491699
68,0.15824263915419579,2.242656707763672
69,0.15131607973108105,2.6165430545806885
70,0.1517782287270415,2.6184537410736084
71,0.15083221809975073,2.7361812591552734
72,0.15320756856132955,2.8050622940063477
73,0.1526918291461234,2.477222204208374
74,0.14899995718516557,2.514936923980713
75,0.15470148535335765,2.4029781818389893
76,0.14112652787098698,2.6513330936431885
77,0.14049831131363616,2.731297254562378
78,0.1507110618712271,2.50602650642395
79,0.14108092140625506,2.266261577606201
80,0.14411020096318394,2.1642425060272217
81,0.15268726153847048,2.52339506149292
82,0.13985963236978827,2.5466527938842773
83,0.1391007038308125,2.509812116622925
84,0.12790494233223737,2.5900285243988037
85,0.12106545547059938,2.4854867458343506
86,0.13447480144746163,2.404015302658081
87,0.1371154982377501,2.476022958755493
88,0.13009760346190602,2.7471508979797363
89,0.12155777376656439,2.610569715499878
90,0.12419453139106433,2.6528563499450684
91,0.11461694282936115,2.660849094390869
92,0.11952078229218137,2.6340911388397217
93,0.11808869063708127,2.6819841861724854
94,0.11562434887038726,2.7146191596984863
95,0.11243906869169544,2.6868972778320312
96,0.11641675047576427,2.693371057510376
97,0.10989321728109144,2.7471137046813965
98,0.12534009336548693,2.7187321186065674
99,0.11568024856787101,2.5858006477355957
100,0.11119181604362001,2.659257411956787
