epoch,adjacency_train_loss,adjacency_test_loss,distance_train_loss,distance_test_loss
0,0.813642205268729,4.729153156280518,0.9151369122897878,4.875778675079346
1,0.46330485098502217,4.3186936378479,0.5453667839368185,4.401728630065918
2,0.4447475134157667,4.144992351531982,0.433397061976732,4.2712836265563965
3,0.4097401067322376,4.424957275390625,0.4002254153875744,4.342022895812988
4,0.41241386488956566,4.28278923034668,0.41867870253090766,4.4441142082214355
5,0.40530941942158866,3.913325786590576,0.3872751257583207,4.286629676818848
6,0.36529408760514914,4.350029945373535,0.39686550798953746,4.351121425628662
7,0.3790322460380255,4.4864068031311035,0.3727665024937368,4.2647480964660645
8,0.36915627764720543,4.5261054039001465,0.37542049835125607,4.3995795249938965
9,0.38048480889376474,4.490865230560303,0.37709592757563964,4.506109237670898
10,0.37323510807518867,4.085716247558594,0.3708290266347866,4.151060104370117
11,0.35251690220891263,4.6011505126953125,0.33261191450497685,4.414021015167236
12,0.3540757706060129,4.017910957336426,0.33377855818937807,3.9626827239990234
13,0.31705829647241857,4.255852699279785,0.3140532773207216,3.88739275932312
14,0.3327883907831183,4.11064338684082,0.29207424651466163,4.150775909423828
15,0.3216170369848317,3.974756956100464,0.3021549956471312,3.697247266769409
16,0.314551980910348,4.276867389678955,0.2843565209677406,4.046984672546387
17,0.32599573976853313,3.874087333679199,0.2672832920855167,3.9206483364105225
18,0.3228116038383222,3.5187432765960693,0.2711247209386498,3.393744945526123
19,0.31065018022177265,3.2525317668914795,0.25369131141433526,3.4462413787841797
20,0.2804614098048678,3.257230520248413,0.24974401923371295,3.537033796310425
21,0.2829056596931289,3.0272305011749268,0.2326101675337436,3.74265193939209
22,0.2969002456349485,2.811521291732788,0.23853126467735158,3.411991596221924
23,0.26107192214797525,2.9908344745635986,0.23797343079658115,3.7568228244781494
24,0.25880778843865676,2.8674705028533936,0.2667372121530421,3.1594936847686768
25,0.27284994867502477,2.796004056930542,0.22958375849560195,3.1826326847076416
26,0.247036843396285,2.7773172855377197,0.23487621253611995,2.9630730152130127
27,0.2487469225683633,2.748549461364746,0.22317551105630165,2.8289217948913574
28,0.24180379100874358,2.9537947177886963,0.22351722886749342,2.823293685913086
29,0.25010139232172685,2.586339235305786,0.20895266021583594,2.695467948913574
30,0.23459512966812826,2.753925085067749,0.22356996020557834,2.5270769596099854
31,0.22659866029725356,2.73111629486084,0.21591082339485487,2.7071990966796875
32,0.24056957968894174,2.858417272567749,0.225978769215883,2.572443962097168
33,0.22711305276435964,2.633186101913452,0.2006257467117964,2.5914804935455322
34,0.2237193090658562,2.6461679935455322,0.20353812877746189,2.346646308898926
35,0.2088465577393186,2.7470548152923584,0.2093291904265974,2.303856611251831
36,0.225234852628965,2.450766086578369,0.19699959208567938,2.4764246940612793
37,0.20366626751481318,2.8005173206329346,0.19913656658986034,2.335925817489624
38,0.22547684062053175,2.5380430221557617,0.200530538371965,2.377187967300415
39,0.20471221391184657,2.7078323364257812,0.1884008472164472,2.2377371788024902
40,0.19475426751316763,2.705815315246582,0.18241664635784485,2.450425386428833
41,0.1977617829015442,2.664980411529541,0.18601952047616827,2.53535532951355
42,0.19214454187335922,2.795562505722046,0.1950122922220651,2.265880823135376
43,0.20384038079018688,2.7600789070129395,0.19960909146888584,2.4525153636932373
44,0.19201131961217113,2.607968807220459,0.1703899126572936,2.2203714847564697
45,0.19113050028681755,2.7627084255218506,0.18954790796281076,2.4043750762939453
46,0.1874143742390123,3.017998456954956,0.1744876101466955,2.648698568344116
47,0.20517045347129598,2.4139304161071777,0.17275788751887342,2.3650009632110596
48,0.19124569301949998,2.778249502182007,0.16946297219278766,2.2539613246917725
49,0.18081720878242277,2.5524957180023193,0.16241460826759244,2.40627121925354
50,0.17320180815808914,2.5142929553985596,0.17826813872100092,2.416985511779785
51,0.1825879869580853,2.5699782371520996,0.16963637021242403,2.169241428375244
52,0.1666591613754338,2.5449376106262207,0.16953048833152828,2.318781614303589
53,0.17264204055947416,2.6944663524627686,0.17298878729343414,2.15329909324646
54,0.1830548009305608,2.634943723678589,0.15794170750122444,2.554185628890991
55,0.17256903275847435,2.6348230838775635,0.17238312590794236,2.376110315322876
56,0.18262079847501775,2.2657570838928223,0.1593765754471807,2.283167600631714
57,0.1585405049662964,2.8236279487609863,0.14796937220529013,2.1635427474975586
58,0.16403888706483094,2.6478772163391113,0.14972847006192394,2.128730297088623
59,0.16118416288758025,2.762781858444214,0.1454159086022307,2.234186887741089
60,0.16878612733939113,2.363892078399658,0.15763821650077314,2.4298760890960693
61,0.1606134105400712,2.81107759475708,0.15929265663612122,2.5211803913116455
62,0.1751122553924135,2.2620725631713867,0.14856288604000034,2.2912378311157227
63,0.15909197524774307,2.6407039165496826,0.16119286936579966,2.3045692443847656
64,0.17113174107290952,2.564964532852173,0.15458527068589248,2.2490365505218506
65,0.14901296005529516,2.5944552421569824,0.1533401487212555,2.4173126220703125
66,0.1603789781676788,2.301203727722168,0.14532812188069025,2.3301138877868652
67,0.15699696022213674,2.402529716491699,0.1347718422173285,2.060161828994751
68,0.15824263915419579,2.242656707763672,0.15087333325223595,2.5448315143585205
69,0.15131607973108105,2.6165430545806885,0.1486308919083254,2.360593795776367
70,0.1517782287270415,2.6184537410736084,0.14246094365622483,2.3794195652008057
71,0.15083221809975073,2.7361812591552734,0.1448330279147508,2.079958200454712
72,0.15320756856132955,2.8050622940063477,0.1340162755519736,2.571885824203491
73,0.1526918291461234,2.477222204208374,0.15215126359287431,2.128636121749878
74,0.14899995718516557,2.514936923980713,0.14456327120755233,2.4360625743865967
75,0.15470148535335765,2.4029781818389893,0.13904635253928455,2.3520305156707764
76,0.14112652787098698,2.6513330936431885,0.14972006642789232,2.2243106365203857
77,0.14049831131363616,2.731297254562378,0.14106884280986645,2.3065454959869385
78,0.1507110618712271,2.50602650642395,0.13158472298699267,2.2440404891967773
79,0.14108092140625506,2.266261577606201,0.1358749639681157,2.085887908935547
80,0.14411020096318394,2.1642425060272217,0.1208175716592985,1.8900030851364136
81,0.15268726153847048,2.52339506149292,0.13274981432101307,2.0034663677215576
82,0.13985963236978827,2.5466527938842773,0.13474955059149685,2.185380220413208
83,0.1391007038308125,2.509812116622925,0.1303455606468168,2.1195671558380127
84,0.12790494233223737,2.5900285243988037,0.1041284783505926,2.1070168018341064
85,0.12106545547059938,2.4854867458343506,0.10932862256452733,2.032381772994995
86,0.13447480144746163,2.404015302658081,0.11925659635487725,2.0995302200317383
87,0.1371154982377501,2.476022958755493,0.12218948800628092,2.2227623462677
88,0.13009760346190602,2.7471508979797363,0.11164801571445138,2.3090882301330566
89,0.12155777376656439,2.610569715499878,0.11493370944962782,2.3155393600463867
90,0.12419453139106433,2.6528563499450684,0.11048343635218985,2.223872423171997
91,0.11461694282936115,2.660849094390869,0.1123840269431764,2.153418779373169
92,0.11952078229218137,2.6340911388397217,0.10356932699534238,2.2459938526153564
93,0.11808869063708127,2.6819841861724854,0.10412237278240569,2.344895839691162
94,0.11562434887038726,2.7146191596984863,0.10802597654800788,2.3253209590911865
95,0.11243906869169544,2.6868972778320312,0.10627181576017071,2.37736177444458
96,0.11641675047576427,2.693371057510376,0.0986838421839125,2.3116655349731445
