epoch,train_loss,test_loss,learning_rate
0,0.35738933962934155,0.3332298696041107,0.001
1,0.12217725323987942,0.41950923204421997,0.001
2,0.09366373239340735,0.1456885039806366,0.001
3,0.08605017169725661,0.09730890393257141,0.001
4,0.07652745965649099,0.13563869893550873,0.001
5,0.07925128589804266,0.11232515424489975,0.001
6,0.07394560247513593,0.09504816681146622,0.001
7,0.0764319956960047,0.25130122900009155,0.001
8,0.07364751953704685,0.1257605254650116,0.001
9,0.07157106197201739,0.05382100120186806,0.001
10,0.06255804659689174,0.06327662616968155,0.001
11,0.06102145470532717,0.06085498631000519,0.001
12,0.057792690893014274,0.09967334568500519,0.001
13,0.05461589268901769,0.0950089693069458,0.001
14,0.057114267758294646,0.08056985586881638,0.001
15,0.05556185517971422,0.08001737296581268,0.001
16,0.06345043294862204,0.10476724803447723,0.001
17,0.057047165747658876,0.056737203150987625,0.001
18,0.05767595514143799,0.043311018496751785,0.001
19,0.06334258360313434,0.15973125398159027,0.001
20,0.05674138022404091,0.055436085909605026,0.001
21,0.05206295869806234,0.04986870661377907,0.001
22,0.05186069745789556,0.0614711157977581,0.001
23,0.05628265634033026,0.20788969099521637,0.001
24,0.05197938312502468,0.14716209471225739,0.001
25,0.05687797000156898,0.04550560563802719,0.001
26,0.04998618481205959,0.12200624495744705,0.001
27,0.0510583929900153,0.04747345298528671,0.001
28,0.046210052116828805,0.04735804721713066,0.001
29,0.057097617007207634,0.056876666843891144,0.0005
30,0.04953678087422661,0.07453819364309311,0.0005
31,0.04820994806348109,0.050174467265605927,0.0005
32,0.044049091746701914,0.05699285492300987,0.0005
33,0.04040993638701883,0.041474469006061554,0.0005
34,0.048347420661764985,0.04733537137508392,0.0005
35,0.04597854884523971,0.04625913128256798,0.0005
36,0.052444533609292084,0.05319651588797569,0.0005
37,0.04607547359431491,0.04110008105635643,0.0005
38,0.040622589707958935,0.04238827899098396,0.0005
39,0.045044024621008656,0.0474628321826458,0.0005
40,0.04914788350316824,0.053790971636772156,0.0005
41,0.04161731101682081,0.04794870316982269,0.0005
42,0.047340620747383905,0.04385549947619438,0.0005
43,0.04328280380543541,0.048343878239393234,0.0005
44,0.04274146627707809,0.04233606532216072,0.0005
45,0.04129595985161323,0.046405430883169174,0.0005
46,0.043010328038066044,0.04903770238161087,0.0005
47,0.05051801006729696,0.04855511710047722,0.0005
48,0.0431207080061237,0.0501844584941864,0.00025
49,0.046019605087006796,0.041012782603502274,0.00025
50,0.043094115185679176,0.050709761679172516,0.00025
51,0.04326580830064474,0.04238976910710335,0.00025
52,0.045761128832750464,0.04070647433400154,0.00025
53,0.03973083957737567,0.04572674632072449,0.00025
54,0.044149122876571675,0.036894265562295914,0.00025
55,0.043885798083946985,0.04163218289613724,0.00025
56,0.046068494628165285,0.04210946336388588,0.00025
57,0.04306942281112367,0.039997704327106476,0.00025
58,0.04374635955501421,0.05242638662457466,0.00025
59,0.03932996459451376,0.05004231259226799,0.00025
60,0.042266815097308626,0.03622883930802345,0.00025
61,0.04220976735300878,0.04504159837961197,0.00025
62,0.043241264061162285,0.043920136988162994,0.00025
63,0.0459172704494467,0.052510447800159454,0.00025
64,0.04458161423384559,0.03887498378753662,0.00025
65,0.039526188928706976,0.039847247302532196,0.00025
66,0.04447181807721362,0.04421001300215721,0.00025
67,0.043151598350674496,0.038914527744054794,0.00025
68,0.04158148538394302,0.048389170318841934,0.00025
69,0.041655797237420786,0.04055893421173096,0.00025
70,0.046788329057687636,0.05659474432468414,0.00025
71,0.04502959761257265,0.04256828874349594,0.000125
72,0.04085895313205672,0.03998258337378502,0.000125
73,0.04401961151583522,0.03849247097969055,0.000125
74,0.03954116286089023,0.03859158605337143,0.000125
75,0.038709410356686395,0.043884214013814926,0.000125
76,0.04532753676176071,0.036067359149456024,0.000125
77,0.03831404630167812,0.0502111092209816,0.000125
78,0.04255170683723455,0.038105908781290054,0.000125
79,0.04281983405862953,0.07402174174785614,0.000125
80,0.04422031017933406,0.040750160813331604,0.000125
81,0.04565136886987032,0.05573335662484169,0.000125
82,0.040654935399252995,0.04335503652691841,0.000125
83,0.04001631708267857,0.044163960963487625,0.000125
84,0.04152867194338172,0.043742962181568146,0.000125
85,0.04019865662078647,0.03937697038054466,0.000125
86,0.04137818186598666,0.03967203199863434,0.000125
87,0.042369051562512625,0.04109606519341469,6.25e-05
88,0.042392746381023354,0.04130694270133972,6.25e-05
89,0.03910328497124069,0.042135756462812424,6.25e-05
90,0.039939420991668514,0.042350709438323975,6.25e-05
91,0.04544492001992231,0.046247828751802444,6.25e-05
92,0.04188489415408934,0.04145713150501251,6.25e-05
93,0.041255899723254,0.042113203555345535,6.25e-05
94,0.042973812286029846,0.04240959510207176,6.25e-05
95,0.043643858995946014,0.04389999806880951,6.25e-05
96,0.04155222434258344,0.04126933962106705,6.25e-05
