model_type,train_mae,train_r2,train_rmse,test_mae,test_r2,test_rmse,feature_count,sample_count
STGCN_Adjacency_InfectionRates_Derived,0.01836433344156545,0.9698526022683317,0.024325555812697585,0.019219206836996364,0.954829642100665,0.026903676951031904,189,665
STGCN_Distance_InfectionRates_Derived,0.012446491381158296,0.9879127420856469,0.01540287359818486,0.015953967825230682,0.9618419745304724,0.02472736391613698,189,665
