epoch,train_loss,test_loss
0,0.7287081934365571,1.9914568662643433
1,0.26648078011531456,1.1538078784942627
2,0.17208684155461834,0.6822269558906555
3,0.13416940689671272,0.5813616514205933
4,0.12905006863030732,0.5312135815620422
5,0.10773040613561284,0.5754892230033875
6,0.09744553614919092,0.705036461353302
7,0.09708322818372764,0.5809826254844666
8,0.11579305313381494,0.4906788766384125
9,0.08982592802859989,0.4884215295314789
10,0.09315206388048097,0.46474581956863403
11,0.07815397337225138,0.4270527958869934
12,0.08661473745151478,0.43707728385925293
13,0.07644680314058182,0.3896971344947815
14,0.06879977699296147,0.4616067707538605
15,0.08656039410362057,0.42213529348373413
16,0.07659487729417343,0.3742424249649048
17,0.07486669750263293,0.3936106860637665
18,0.07687154423226328,0.4338209629058838
19,0.08111038089127225,0.4043678641319275
20,0.07421864901541494,0.4562532901763916
21,0.08311949648401316,0.401650071144104
22,0.0806054288028356,0.4359623193740845
23,0.07399034306553065,0.35191458463668823
24,0.06592311375938795,0.373563289642334
25,0.06342872151849317,0.4096146821975708
26,0.06711547334185418,0.3359041213989258
27,0.07392061408609152,0.3282504975795746
28,0.07824282874079312,0.3223390579223633
29,0.05892754050300402,0.3401249945163727
30,0.06191365143247679,0.28852492570877075
31,0.06832950127621491,0.33521148562431335
32,0.05916338105339045,0.3480880856513977
33,0.07172504786913302,0.3864406943321228
34,0.06429574594778173,0.2965986430644989
35,0.0651273347218247,0.43280938267707825
36,0.06650863250023593,0.3116351366043091
37,0.06500374938489176,0.3722175657749176
38,0.06540926666382481,0.33064642548561096
39,0.05534107612409428,0.31440621614456177
40,0.05756510105714494,0.35815098881721497
41,0.05357173123561284,0.267894446849823
42,0.060155303290515556,0.27094924449920654
43,0.06140425852408596,0.281564325094223
44,0.06005208731135901,0.27373120188713074
45,0.055577600192205576,0.25840234756469727
46,0.0615455936640501,0.29984134435653687
47,0.05156649380703183,0.25744450092315674
48,0.05589192344204468,0.2601778209209442
49,0.05541689239223214,0.33736681938171387
50,0.053688124753534794,0.35754871368408203
51,0.0543999971967994,0.2668633460998535
52,0.04970496419963299,0.23267748951911926
53,0.04576570737887831,0.31579768657684326
54,0.0551479228534827,0.23798029124736786
55,0.05270643225487541,0.24216978251934052
56,0.054189161488822864,0.23391447961330414
57,0.04873651342795176,0.2663642466068268
58,0.05339180307426289,0.23139940202236176
59,0.06368587531295478,0.3081256151199341
60,0.05320249322582694,0.22899077832698822
61,0.05281921116379546,0.24692538380622864
62,0.05901824922173047,0.316914439201355
63,0.05165663536857156,0.20466060936450958
64,0.0568193398306475,0.2918529212474823
65,0.06068281195692572,0.2594197988510132
66,0.04842995769143397,0.34204643964767456
67,0.05407766245451628,0.4095245599746704
68,0.04997353955153741,0.27033552527427673
69,0.06385319860761657,0.23587898910045624
70,0.049894611004228685,0.23031513392925262
71,0.05917344565558083,0.31297916173934937
72,0.05025047635403918,0.22014066576957703
73,0.05326483668942077,0.25941672921180725
74,0.04995091823751435,0.2786589562892914
75,0.05243695063479975,0.2532781958580017
76,0.04711777234778685,0.3000459372997284
77,0.050322180367348826,0.2427978515625
78,0.05074226506529193,0.2131822407245636
79,0.052243166913588844,0.2363569736480713
80,0.042420339441913014,0.23761147260665894
81,0.04257930455473708,0.22693178057670593
82,0.04542573643665688,0.25413978099823
83,0.044952102361575645,0.23429718613624573
